timestamp_hour,site_id,arrivals_per_hour,average_service_time_minutes,average_waiting_time_minutes,average_queue_length,maximum_queue_length,charger_utilization,active_charging_sessions,completed_sessions
2018-09-11 20:00:00,Caltech,3,194.17,282.66,24.16,25,1.0,30.0,4
2018-09-11 20:00:00,JPL,0,,,0.0,0,0.0625,2.0,0
2018-09-11 21:00:00,Caltech,2,167.65,205.25,22.7,24,1.0,30.0,2
2018-09-11 21:00:00,JPL,0,,,0.0,0,0.0625,2.0,0
2018-09-11 22:00:00,Caltech,4,176.2,217.55,24.07,25,1.0,30.0,2
2018-09-11 22:00:00,JPL,0,,,0.0,0,0.0625,2.0,0
2018-09-11 23:00:00,Caltech,2,165.48,232.16,22.49,26,1.0,30.0,10
2018-09-11 23:00:00,JPL,0,,,0.0,0,0.0625,2.0,0
2018-09-12 00:00:00,Caltech,6,412.57,186.46,16.36,19,1.0,30.0,8
2018-09-12 00:00:00,JPL,0,,,0.0,0,0.0625,2.0,0
2018-09-12 01:00:00,Caltech,8,118.01,132.79,12.9,18,1.0,30.0,5
2018-09-12 01:00:00,JPL,0,,,0.0,0,0.0625,2.0,0
2018-09-12 02:00:00,Caltech,9,292.01,132.41,22.26,26,1.0,30.0,1
2018-09-12 02:00:00,JPL,0,,,0.0,0,0.0625,2.0,0
2018-09-12 03:00:00,Caltech,3,94.88,117.54,20.39,26,1.0,30.0,14
2018-09-12 03:00:00,JPL,0,,,0.0,0,0.0625,2.0,0
2018-09-12 04:00:00,Caltech,0,,,9.04,15,1.0,30.0,9
2018-09-12 04:00:00,JPL,0,,,0.0,0,0.0625,2.0,0
2018-09-12 05:00:00,Caltech,2,277.8,19.23,3.09,6,0.9884,29.65,9
2018-09-12 05:00:00,JPL,0,,,0.0,0,0.0625,2.0,0
2018-09-12 06:00:00,Caltech,1,462.92,0.0,0.0,0,0.8417,25.25,9
