timestamp_hour,site_id,arrivals_per_hour,average_service_time_minutes,average_waiting_time_minutes,average_queue_length,maximum_queue_length,charger_utilization,active_charging_sessions,completed_sessions
2018-09-10 07:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-10 08:00:00,Caltech,0,,,3565.76,3567,1.0,10.0,2
2018-09-10 08:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-10 09:00:00,Caltech,0,,,3564.26,3565,1.0,10.0,1
2018-09-10 09:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-10 10:00:00,Caltech,1,354.88,117919.23,3564.58,3565,1.0,10.0,2
2018-09-10 10:00:00,JPL,0,,,0.0,0,0.0,0.0,0
2018-09-10 11:00:00,Caltech,1,501.58,117818.18,3562.84,3563,1.0,10.0,2
2018-09-10 11:00:00,JPL,1,34.93,0.0,0.0,0,0.0388,0.58,1
2018-09-10 12:00:00,Caltech,1,36.77,117792.42,3562.02,3563,1.0,10.0,1
2018-09-10 12:00:00,JPL,2,519.55,0.0,0.0,0,0.0111,0.17,0
2018-09-10 13:00:00,Caltech,5,272.88,117938.5,3563.11,3567,1.0,10.0,1
2018-09-10 13:00:00,JPL,9,499.11,0.0,0.0,0,0.4657,6.99,0
2018-09-10 14:00:00,Caltech,6,355.79,118086.74,3568.6,3571,1.0,10.0,1
2018-09-10 14:00:00,JPL,14,503.65,267.24,3.83,10,0.9725,14.59,0
2018-09-10 15:00:00,Caltech,24,407.91,118591.17,3581.74,3592,1.0,10.0,3
2018-09-10 15:00:00,JPL,11,469.45,654.39,17.07,21,1.0,15.0,0
2018-09-10 16:00:00,Caltech,9,408.09,119164.81,3595.35,3597,1.0,10.0,6
2018-09-10 16:00:00,JPL,1,550.98,726.37,20.93,21,1.0,15.0,1
2018-09-10 17:00:00,Caltech,7,316.2,119461.71,3596.74,3598,1.0,10.0,4
2018-09-10 17:00:00,JPL,0,,,21.0,21,1.0,15.0,0
2018-09-10 18:00:00,Caltech,1,1193.87,119535.5,3597.85,3599,1.0,10.0,2
2018-09-10 18:00:00,JPL,0,,,20.7,21,1.0,15.0,1
2018-09-10 19:00:00,Caltech,7,292.73,119609.38,3600.5,3603,1.0,10.0,2
2018-09-10 19:00:00,JPL,2,247.91,666.73,20.93,21,1.0,15.0,1
2018-09-10 20:00:00,Caltech,4,253.77,119721.75,3600.93,3603,1.0,10.0,5
2018-09-10 20:00:00,JPL,1,322.95,630.42,21.26,22,1.0,15.0,0
2018-09-10 21:00:00,Caltech,4,286.32,119786.36,3601.63,3603,1.0,10.0,4
2018-09-10 21:00:00,JPL,4,273.37,618.02,21.4,22,1.0,15.0,4
2018-09-10 22:00:00,Caltech,2,100.14,119827.47,3602.02,3603,1.0,10.0,0
2018-09-10 22:00:00,JPL,3,133.57,678.53,23.08,24,1.0,15.0,2
2018-09-10 23:00:00,Caltech,2,66.67,119815.22,3601.99,3603,1.0,10.0,3
2018-09-10 23:00:00,JPL,2,44.62,632.04,21.59,23,1.0,15.0,4
2018-09-11 00:00:00,Caltech,4,126.36,119799.05,3601.5,3603,1.0,10.0,3
2018-09-11 00:00:00,JPL,1,60.43,622.27,21.53,22,1.0,15.0,2
2018-09-11 01:00:00,Caltech,5,94.17,119779.93,3602.85,3606,1.0,10.0,2
2018-09-11 01:00:00,JPL,0,,,20.0,20,1.0,15.0,0
2018-09-11 02:00:00,Caltech,3,104.94,119761.79,3606.41,3608,1.0,10.0,1
2018-09-11 02:00:00,JPL,0,,,19.82,20,1.0,15.0,1
2018-09-11 03:00:00,Caltech,1,79.0,119744.8,3608.04,3609,1.0,10.0,1
2018-09-11 03:00:00,JPL,0,,,18.58,19,1.0,15.0,1
2018-09-11 04:00:00,Caltech,3,73.62,119710.92,3609.13,3611,1.0,10.0,0
2018-09-11 04:00:00,JPL,0,,,16.36,18,1.0,15.0,3
2018-09-11 05:00:00,Caltech,0,,,3611.0,3611,1.0,10.0,0
2018-09-11 05:00:00,JPL,0,,,12.8,15,1.0,15.0,3
2018-09-11 06:00:00,Caltech,0,,,3610.11,3611,1.0,10.0,1
2018-09-11 06:00:00,JPL,0,,,11.98,12,1.0,15.0,1
2018-09-11 07:00:00,Caltech,1,454.95,119544.78,3610.16,3611,1.0,10.0,0
2018-09-11 07:00:00,JPL,0,,,9.19,11,1.0,15.0,3
2018-09-11 08:00:00,Caltech,0,,,3610.59,3611,1.0,10.0,3
2018-09-11 08:00:00,JPL,0,,,6.33,8,1.0,15.0,2
2018-09-11 09:00:00,Caltech,0,,,3607.05,3608,1.0,10.0,1
2018-09-11 09:00:00,JPL,0,,,4.73,6,1.0,15.0,4
2018-09-11 10:00:00,Caltech,1,133.13,119402.58,3607.24,3608,1.0,10.0,1
2018-09-11 10:00:00,JPL,0,,,0.63,2,0.9833,14.75,3
2018-09-11 11:00:00,Caltech,1,504.27,119339.02,3606.26,3607,1.0,10.0,1
2018-09-11 11:00:00,JPL,0,,,0.0,0,0.6695,10.04,6
2018-09-11 12:00:00,Caltech,0,,,3606.6,3607,1.0,10.0,2
2018-09-11 12:00:00,JPL,1,3447.43,0.0,0.0,0,0.4134,6.2,4
2018-09-11 13:00:00,Caltech,5,330.03,119274.81,3607.15,3610,1.0,10.0,0
2018-09-11 13:00:00,JPL,1,3182.23,0.0,0.0,0,0.3888,5.83,0
2018-09-11 14:00:00,Caltech,10,514.5,119447.92,3612.36,3617,1.0,10.0,4
2018-09-11 14:00:00,JPL,0,,,0.0,0,0.2867,4.3,3
2018-09-11 15:00:00,Caltech,24,395.9,120225.22,3627.3,3638,1.0,10.0,2
2018-09-11 15:00:00,JPL,0,,,0.0,0,0.2,3.0,0
2018-09-11 16:00:00,Caltech,10,315.99,120813.5,3642.92,3648,1.0,10.0,0
2018-09-11 16:00:00,JPL,0,,,0.0,0,0.2,3.0,0
2018-09-11 17:00:00,Caltech,4,450.75,121022.43,3651.0,3652,1.0,10.0,0
2018-09-11 17:00:00,JPL,0,,,0.0,0,0.1533,2.3,1
2018-09-11 18:00:00,Caltech,6,301.12,121049.76,3653.16,3656,1.0,10.0,2
2018-09-11 18:00:00,JPL,0,,,0.0,0,0.1333,2.0,0
2018-09-11 19:00:00,Caltech,4,277.63,121161.95,3656.47,3659,1.0,10.0,1
2018-09-11 19:00:00,JPL,0,,,0.0,0,0.1333,2.0,0
2018-09-11 20:00:00,Caltech,3,194.17,121313.1,3661.33,3662,1.0,10.0,0
2018-09-11 20:00:00,JPL,0,,,0.0,0,0.1333,2.0,0
2018-09-11 21:00:00,Caltech,2,167.65,121265.29,3661.79,3663,1.0,10.0,2
2018-09-11 21:00:00,JPL,0,,,0.0,0,0.1333,2.0,0
2018-09-11 22:00:00,Caltech,4,176.2,121295.95,3663.37,3665,1.0,10.0,1
2018-09-11 22:00:00,JPL,0,,,0.0,0,0.1333,2.0,0
2018-09-11 23:00:00,Caltech,2,165.48,121286.63,3665.6,3666,1.0,10.0,2
2018-09-11 23:00:00,JPL,0,,,0.0,0,0.1333,2.0,0
2018-09-12 00:00:00,Caltech,6,412.57,121287.25,3667.5,3669,1.0,10.0,2
2018-09-12 00:00:00,JPL,0,,,0.0,0,0.1333,2.0,0
2018-09-12 01:00:00,Caltech,8,118.01,121303.34,3670.29,3675,1.0,10.0,2
